,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements,gender_int,marital_int,rep_grid_matrix_median_current_self,rep_grid_matrix_median_ideal_self,repgrid_max_succesful,repgrid_max_caring,repgrid_max_selfish,repgrid_max_friendly,repgrid_max_talkative,repgrid_max_fun,repgrid_max_docile,repgrid_max_understanding,repgrid_max_motivated,repgrid_max_confident,repgrid_min_succesful,repgrid_min_caring,repgrid_min_selfish,repgrid_min_friendly,repgrid_min_talkative,repgrid_min_fun,repgrid_min_docile,repgrid_min_understanding,repgrid_min_motivated,repgrid_min_confident,repgrid_median_succesful,repgrid_median_caring,repgrid_median_selfish,repgrid_median_friendly,repgrid_median_talkative,repgrid_median_fun,repgrid_median_docile,repgrid_median_understanding,repgrid_median_motivated,repgrid_median_confident,repgrid_sum_confident,repgrid_sum_succesful,repgrid_sum_caring,repgrid_sum_selfish,repgrid_sum_friendly,repgrid_sum_talkative,repgrid_sum_fun,repgrid_sum_docile,repgrid_sum_understanding,repgrid_sum_motivated,repgrid_std_succesful,repgrid_std_caring,repgrid_std_selfish,repgrid_std_friendly,repgrid_std_talkative,repgrid_std_fun,repgrid_std_docile,repgrid_std_understanding,repgrid_std_motivated,repgrid_std_confident,sum_stressful_situations,selfesteem,satisfaction
11,MXYw2yHc ,28,9,9,29,0,17,Female,Single,"[0, 1, 11, 3, 5, 8]","[2, 0, 2, 1, 0, 1, 2, 0, 2, 3, 2, 0, 1, 1, 1, 3]","[array([4, 6, 6, 6, 5, 4]), array([5, 7, 5, 5, 5, 4]), array([6, 7, 5, 4, 5, 6]), array([6, 6, 5, 5, 3, 4]), array([5, 6, 3, 3, 3, 3]), array([5, 7, 3, 2, 3, 4]), array([4, 6, 4, 3, 4, 3]), array([6, 7, 5, 4, 3, 4]), array([5, 7, 6, 4, 3, 3]), array([5, 6, 5, 4, 4, 4])]",Agree,Agree,Agree,Strongly agree,Yes,Agree,Disagree,Yes,Strongly agree,Strongly agree,Yes,Better,I have found this very interesting and would like to take another ,"['influential', 'punctual', 'teamplayer']","['following', 'delayed', 'serious', 'spontaneous', 'independent']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,I found this definitely interesting and a bit of an eye opener. I would definitely recommend this},1.398148148148148,"[0.0, 0.016666666666666666, 0.16666666666666666, 0.23333333333333334, 0.9166666666666666, 0.95, 2.316666666666667, 2.7, 2.7333333333333334, 3.066666666666667, 3.2, 3.533333333333333, 4.083333333333333, 4.266666666666667, 4.55, 4.766666666666667, 5.066666666666666, 5.266666666666667, 5.366666666666666, 5.616666666666666, 5.816666666666666, 5.866666666666666, 6.1, 6.383333333333334, 6.783333333333333, 6.983333333333333, 7.683333333333334, 7.716666666666667, 7.766666666666667, 8.383333333333333, 8.7, 8.85, 8.883333333333333]","['selfish / generous', 'boring / fun']","[8, 3]",0.42857142857142855,0.14133170420293592,"['unsuccessful / successful', 'uncaring / caring', 'stubborn / docile']","['selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'not understanding / understanding', 'not confident / confident']","[11, 3, 5, 8]",1,1,5.0,6.5,6,7,7,6,6,7,6,7,7,6,4,4,4,3,3,2,3,3,3,4,5.5,5.0,5.5,5.0,3.0,3.5,4.0,4.5,4.5,4.5,28,31,31,33,29,23,24,24,29,28,0.8975274678557507,0.8975274678557505,0.9574271077563381,1.0671873729054748,1.2133516482134197,1.632993161855452,1.0,1.3437096247164249,1.4907119849998596,0.7453559924999298,21,0,1
12,WEHFaqpc ,11,8,8,37,2,20,Female,Married,"[0, 1, 4, 13, 12, 9]","[1, 0, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 3]","[array([4, 7, 2, 5, 4, 4]), array([5, 6, 5, 6, 6, 6]), array([5, 6, 4, 6, 6, 6]), array([5, 6, 2, 6, 5, 6]), array([4, 4, 2, 5, 4, 5]), array([4, 5, 3, 6, 5, 6]), array([2, 4, 1, 4, 3, 3]), array([5, 7, 2, 6, 5, 6]), array([4, 7, 3, 6, 6, 6]), array([5, 6, 4, 6, 5, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,Highlights issues that I have known about but really made it more clear that I need to address them,"['punctual', 'helpful', 'hardworking']","['lazy', 'cluttered', 'unhelpful', 'delayed', 'serious']","['delayed', 'cluttered', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'slowpaced', 'conservative', 'thoughtful', 'lazy', 'following']",Agree,Agree,Same,Highlights what characteristics are import to me},1.4351851851851851,"[0.0, 0.08333333333333333, 0.26666666666666666, 0.36666666666666664, 1.1166666666666667, 1.1666666666666667, 2.65, 2.8, 2.966666666666667, 3.3333333333333335, 3.5166666666666666, 3.966666666666667, 4.316666666666666, 4.933333333333334, 5.25, 5.483333333333333, 5.866666666666666, 6.516666666666667, 7.033333333333333, 7.4, 7.7, 7.766666666666667, 8.3, 8.6, 9.5, 9.833333333333334, 11.266666666666667, 11.366666666666667, 11.533333333333333, 11.933333333333334, 12.366666666666667, 12.516666666666667, 12.55]","['unsuccessful / successful', 'boring / fun']","[4, 1]",0.5777188298841615,0.4896060699013759,"['unsuccessful / successful', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']",['boring / fun'],"[4, 13, 9]",1,2,4.5,6.0,7,6,6,6,5,6,4,7,7,6,2,5,4,2,2,3,1,2,3,4,4.0,6.0,6.0,5.5,4.0,5.0,3.0,5.5,6.0,5.0,31,26,34,33,30,24,29,17,31,32,1.4907119849998596,0.4714045207910317,0.7637626158259734,1.4142135623730951,1.0,1.0671873729054748,1.0671873729054748,1.5723301886761007,1.3743685418725535,0.6871842709362768,22,0,1
13,1ZWBTYiI ,32,9,9,39,2,24,Female,Married,"[0, 1, 12, 9, 10, 4]","[3, 2, 3, 3, 1, 2, 3, 0, 3, 2, 2, 1, 1, 3, 2, 1]","[array([5, 7, 4, 7, 5, 6]), array([7, 7, 5, 7, 7, 7]), array([7, 7, 7, 7, 7, 7]), array([7, 7, 7, 7, 7, 7]), array([6, 7, 4, 7, 6, 7]), array([4, 7, 6, 6, 6, 7]), array([6, 4, 6, 7, 6, 5]), array([7, 7, 4, 7, 7, 7]), array([6, 5, 7, 2, 7, 6]), array([1, 7, 5, 6, 4, 7])]",Agree,Agree,Agree,Agree,No,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['organised', 'influential', 'playful']","['cluttered', 'unhelpful', 'serious', 'following', 'slowpaced']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},1.4166666666666667,"[0.0, 0.03333333333333333, 0.15, 0.2, 1.8833333333333333, 2.0166666666666666, 6.366666666666666, 6.433333333333334, 7.45, 8.85, 9.566666666666666, 10.483333333333333, 11.05, 11.883333333333333, 12.866666666666667, 13.416666666666666, 13.916666666666666, 14.683333333333334, 16.916666666666668, 17.283333333333335, 19.316666666666666, 19.366666666666667, 20.95, 21.333333333333332, 22.066666666666666, 23.033333333333335, 23.9, 23.933333333333334, 24.183333333333334, 24.633333333333333, 25.683333333333334, 26.116666666666667, 26.183333333333334]","['uncaring / caring', 'not understanding / understanding']","[1, 10]",-0.1084333414387259,0.14734012566347948,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'not confident / confident']",['unambitious / motivated'],"[12, 9, 10]",1,2,6.0,7.0,7,7,7,7,7,7,7,7,7,7,4,5,7,7,4,4,4,4,2,1,5.5,7.0,7.0,7.0,6.5,6.0,6.0,7.0,6.0,5.5,30,34,40,42,42,37,36,34,39,33,1.1055415967851332,0.7453559924999298,0.0,0.0,1.0671873729054748,1.0,0.9428090415820632,1.118033988749895,1.707825127659933,2.0816659994661326,32,0,1
14,MbdjmoSe ,33,8,7,39,0,26,Male,Married,"[0, 1, 11, 10, 12, 3]","[2, 0, 3, 2, 1, 3, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2]","[array([3, 7, 4, 3, 2, 3]), array([5, 7, 7, 7, 7, 3]), array([6, 7, 6, 6, 4, 6]), array([4, 7, 3, 5, 5, 5]), array([4, 7, 3, 3, 3, 2]), array([5, 7, 3, 4, 4, 3]), array([4, 4, 3, 3, 3, 1]), array([5, 7, 3, 3, 4, 3]), array([5, 7, 7, 7, 4, 4]), array([3, 7, 4, 2, 2, 3])]",Agree,Agree,Agree,Disagree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,It is interesting to compare where I see myself and where I would like to be. This provides motivation for improvement ,"['hardworking', 'influential', 'liberal']","['cluttered', 'following', 'conservative', 'lazy', 'spontaneous']","['delayed', 'cluttered', 'independent', 'opinionated', 'serious', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Strongly agree,Agree,Same,I feel I know this about myself,1.9135802469135803,"[0.0, 0.016666666666666666, 0.15, 0.21666666666666667, 0.8666666666666667, 0.9, 2.066666666666667, 2.1166666666666667, 2.183333333333333, 3.0, 3.15, 3.6666666666666665, 4.116666666666666, 4.416666666666667, 4.716666666666667, 4.966666666666667, 5.166666666666667, 5.483333333333333, 5.75, 5.95, 6.116666666666666, 6.15, 6.55, 6.8, 7.133333333333334, 7.333333333333333, 7.966666666666667, 8.016666666666667, 8.083333333333334, 8.666666666666666, 9.583333333333334, 9.916666666666666, 9.95]","['not confident / confident', 'stubborn / docile']","[3, 10]",0.14547859349066156,0.2847618820034513,"['uncaring / caring', 'unfriendly / friendly', 'unambitious / motivated']","['selfish / generous', 'stubborn / docile']","[12, 3]",2,2,4.5,7.0,7,7,7,7,7,7,4,7,7,7,2,3,4,3,2,3,1,3,4,2,3.0,7.0,6.0,5.0,3.0,4.0,3.0,3.5,6.0,3.0,21,22,36,35,29,22,26,18,25,34,1.5986105077709065,1.5275252316519468,0.8975274678557507,1.21335164821342,1.5986105077709065,1.3743685418725535,1.0,1.462494064565354,1.3743685418725535,1.707825127659933,24,0,1
15,TpAM7MlI ,29,10,10,47,1,14,Female,Divorced,"[0, 1, 12, 11, 13, 6]","[1, 1, 3, 3, 2, 1, 3, 1, 3, 3, 1, 3, 2, 0, 1, 1]","[array([5, 7, 6, 4, 6, 5]), array([6, 7, 6, 7, 6, 6]), array([5, 7, 7, 5, 5, 5]), array([5, 7, 5, 4, 5, 5]), array([7, 7, 7, 4, 5, 6]), array([4, 7, 6, 3, 4, 6]), array([2, 4, 2, 4, 4, 4]), array([7, 7, 6, 4, 5, 6]), array([4, 7, 5, 3, 5, 5]), array([3, 7, 4, 2, 5, 4])]",Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Better,I enjoyed doing this exercise as it shows me that there are certain areas that i need to work on,"['helpful', 'thoughtful', 'compromising']","['independent', 'spontaneous', 'unhelpful', 'serious', 'opinionated']","['organised', 'independent', 'serious', 'unhelpful', 'opinionated', 'conservative', 'influential', 'punctual', 'fastpaced', 'spontaneous', 'lazy']",Strongly agree,Agree,Better,The results are enlightening,1.324074074074074,"[0.0, 0.21666666666666667, 0.43333333333333335, 0.7, 3.683333333333333, 3.8333333333333335, 7.766666666666667, 7.95, 8.65, 9.65, 9.95, 11.216666666666667, 12.566666666666666, 14.7, 16.25, 17.316666666666666, 19.016666666666666, 23.15, 23.7, 24.1, 24.55, 24.616666666666667, 25.366666666666667, 26.35, 27.283333333333335, 27.783333333333335, 28.766666666666666, 28.833333333333332, 29.116666666666667, 29.866666666666667, 30.783333333333335, 31.183333333333334, 31.3]","['not confident / confident', 'quiet / talkative']","[12, 1]",0.6075482512438447,0.4925218118758592,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']","['quiet / talkative', 'not understanding / understanding']","[11, 13]",1,3,5.0,7.0,7,7,7,7,7,7,4,7,7,7,4,6,5,4,4,3,2,4,3,2,5.5,6.0,5.0,5.0,6.5,5.0,4.0,6.0,5.0,4.0,25,33,38,34,31,36,30,20,35,29,0.9574271077563381,0.4714045207910317,0.9428090415820634,0.8975274678557505,1.1547005383792515,1.4142135623730951,0.9428090415820634,1.0671873729054746,1.2133516482134197,1.5723301886761007,29,0,1
16,mUfRQGN4 ,23,10,10,26,0,15,Female,Single,"[0, 1, 11, 12, 6, 2]","[0, 1, 2, 1, 0, 2, 3, 2, 3, 2, 1, 1, 1, 1, 1, 1]","[array([5, 7, 5, 7, 4, 7]), array([6, 7, 5, 7, 5, 7]), array([5, 6, 5, 4, 4, 7]), array([6, 7, 7, 7, 5, 7]), array([7, 6, 5, 7, 4, 7]), array([5, 7, 6, 7, 5, 7]), array([6, 5, 6, 5, 7, 6]), array([6, 7, 5, 7, 3, 6]), array([6, 7, 6, 7, 3, 6]), array([5, 7, 6, 7, 3, 7])]",Strongly agree,Strongly agree,Agree,Disagree,Yes,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Same,The repertory grid has made me think. Back tracking through recent situation & feels I have left at work & how I react. ,"['independent', 'helpful', 'thoughtful']","['teamplayer', 'unhelpful', 'opinionated', 'lazy', 'spontaneous']","['punctual', 'organised', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Strongly agree,Same,A simple exercise that makes you think about yourself as a person. },1.2932098765432098,"[0.0, 0.016666666666666666, 0.4, 0.75, 1.9666666666666666, 2.0166666666666666, 4.5, 4.566666666666666, 4.683333333333334, 6.133333333333334, 6.216666666666667, 6.65, 7.033333333333333, 7.283333333333333, 7.6, 7.866666666666666, 8.116666666666667, 8.416666666666666, 8.65, 8.933333333333334, 9.166666666666666, 9.25, 9.766666666666667, 10.116666666666667, 10.716666666666667, 11.05, 11.433333333333334, 11.483333333333333, 11.566666666666666, 12.2, 12.65, 13.25, 13.3]","['not understanding / understanding', 'stubborn / docile']","[1, 12]",-0.28252896560880675,0.03955382037239712,"['unsuccessful / successful', 'boring / fun', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[11, 6, 12, 2]",1,1,6.0,7.0,7,7,7,7,7,7,7,7,7,7,4,5,4,5,4,5,5,3,3,3,6.0,6.5,5.0,7.0,6.5,6.5,6.0,6.0,6.0,6.5,35,35,37,31,39,36,37,35,34,35,1.2133516482134197,0.8975274678557507,1.0671873729054748,0.7637626158259734,1.1547005383792515,0.8975274678557507,0.6871842709362768,1.3743685418725535,1.343709624716425,1.4624940645653537,22,0,1
17,svd2G1Bs ,30,6,6,39,2,22,Male,Married,"[0, 1, 12, 13, 11, 2]","[2, 2, 3, 2, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[array([4, 6, 4, 3, 5, 6]), array([6, 6, 6, 5, 6, 7]), array([6, 6, 6, 6, 6, 6]), array([4, 6, 5, 5, 5, 6]), array([5, 6, 6, 4, 5, 6]), array([4, 6, 3, 5, 5, 6]), array([2, 5, 2, 2, 3, 6]), array([3, 5, 3, 2, 4, 6]), array([3, 6, 3, 3, 3, 4]), array([3, 6, 3, 3, 4, 6])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Worse,I am feeling very stressed at the moment and this survey has highlighted that even more ,"['teamplayer', 'helpful', 'hardworking']","['cluttered', 'unhelpful', 'independent', 'lazy', 'spontaneous']","['delayed', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,I was already aware of these attributes },1.1975308641975309,"[0.0, 0.48333333333333334, 0.6666666666666666, 1.0, 2.3333333333333335, 2.4166666666666665, 4.833333333333333, 4.916666666666667, 5.55, 7.15, 8.333333333333334, 8.966666666666667, 9.383333333333333, 9.9, 10.566666666666666, 11.483333333333333, 12.066666666666666, 12.483333333333333, 12.833333333333334, 13.433333333333334, 13.883333333333333, 13.95, 14.916666666666666, 16.283333333333335, 17.283333333333335, 17.616666666666667, 18.85, 18.95, 19.45, 20.233333333333334, 20.95, 21.45, 21.483333333333334]","['boring / fun', 'not confident / confident']","[11, 1]",0.5929270612815711,0.4585179915751666,"['unsuccessful / successful', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",['quiet / talkative'],[13],2,2,4.0,6.0,6,7,6,6,6,6,6,6,6,6,3,5,6,4,4,3,2,2,3,3,4.5,6.0,6.0,5.0,5.5,5.0,2.5,3.5,3.0,3.5,25,28,36,36,31,32,29,20,23,22,1.1055415967851332,0.5773502691896257,0.0,0.6871842709362768,0.7453559924999298,1.0671873729054748,1.5986105077709065,1.3437096247164249,1.1055415967851334,1.3437096247164249,15,0,1
18,79PDv4N9 ,19,8,7,37,0,21,Male,Single,"[0, 1, 8, 11, 2, 3]","[1, 0, 2, 0, 0, 1, 1, 0, 2, 1, 3, 0, 1, 2, 0, 0]","[array([4, 7, 3, 3, 2, 2]), array([3, 7, 3, 3, 1, 2]), array([3, 7, 3, 2, 1, 1]), array([4, 7, 3, 3, 3, 1]), array([5, 7, 4, 2, 1, 1]), array([4, 7, 3, 2, 1, 1]), array([4, 6, 3, 2, 1, 1]), array([5, 7, 4, 3, 1, 1]), array([5, 7, 4, 5, 1, 1]), array([5, 7, 4, 3, 1, 1])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Strongly agree,Agree,Yes,Better,I can focus in thise features,"['independent', 'influential', 'thoughtful']","['teamplayer', 'spontaneous', 'opinionated', 'following', 'lazy']","['organised', 'teamplayer', 'punctual', 'playful', 'opinionated', 'unhelpful', 'following', 'fastpaced', 'liberal', 'lazy', 'spontaneous']",Disagree,Agree,Same,I am more influential},4.070987654320988,"[0.0, 0.13333333333333333, 0.35, 0.5333333333333333, 2.25, 2.433333333333333, 4.966666666666667, 5.033333333333333, 5.233333333333333, 6.433333333333334, 6.7, 7.666666666666667, 8.483333333333333, 9.85, 11.083333333333334, 11.783333333333333, 12.766666666666667, 13.5, 14.15, 15.333333333333334, 16.0, 16.116666666666667, 16.766666666666666, 17.383333333333333, 17.95, 19.1, 19.466666666666665, 19.5, 19.666666666666668, 20.25, 20.85, 21.35, 21.516666666666666]","['not understanding / understanding', 'not confident / confident']","[3, 11]",0.08908708063747482,0.19799613626588106,['unambitious / motivated'],[],[],2,1,4.0,7.0,7,7,7,7,7,7,6,7,7,7,2,1,1,1,1,1,1,1,1,1,3.0,3.0,2.5,3.0,3.0,2.5,2.5,3.5,4.5,3.5,21,21,19,17,21,20,18,17,21,23,1.707825127659933,1.863389981249825,2.034425935955617,1.8027756377319946,2.211083193570267,2.0816659994661326,1.7716909687891083,2.140872096444188,2.1921577396609844,2.140872096444188,14,0,1
19,ngut7mkT ,22,10,10,36,2,38,Female,Divorced,"[0, 1, 11, 8, 13, 2]","[3, 1, 3, 3, 2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3]","[array([2, 7, 2, 1, 1, 6]), array([2, 7, 7, 2, 1, 7]), array([1, 6, 2, 2, 2, 7]), array([2, 7, 7, 2, 1, 7]), array([2, 7, 3, 7, 1, 7]), array([1, 7, 3, 1, 1, 7]), array([1, 1, 3, 1, 4, 1]), array([7, 5, 4, 1, 1, 6]), array([1, 7, 1, 1, 1, 7]), array([1, 7, 2, 2, 1, 3])]",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Better,Makes very interesting research. Really enjoyed it.,"['independent', 'spontaneous', 'hardworking']","['unhelpful', 'thoughtful', 'delayed', 'lazy', 'teamplayer']","['delayed', 'cluttered', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'fastpaced', 'liberal', 'thoughtful', 'lazy']",Strongly agree,Strongly agree,Better,Interesting research},5.675925925925927,"[0.0, 0.21666666666666667, 0.4166666666666667, 0.6333333333333333, 3.45, 3.55, 7.4, 7.433333333333334, 7.6, 8.733333333333333, 8.95, 9.75, 10.15, 10.55, 11.483333333333333, 11.75, 12.083333333333334, 12.516666666666667, 12.833333333333334, 13.15, 13.416666666666666, 13.466666666666667, 14.333333333333334, 14.816666666666666, 15.083333333333334, 15.316666666666666, 15.933333333333334, 15.966666666666667, 16.116666666666667, 17.916666666666668, 18.3, 18.433333333333334, 18.466666666666665]","['unfriendly / friendly', 'uncaring / caring']","[13, 1]",-0.09549105211188454,0.011900692224214506,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated']",['stubborn / docile'],"[11, 13]",1,3,1.5,7.0,7,7,7,7,7,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,2.0,4.5,2.0,4.5,5.0,2.0,1.0,4.5,1.0,2.0,16,19,26,20,26,27,20,11,24,18,2.4094720491334933,2.6874192494328497,2.2852182001336816,2.6874192494328497,2.565800719723442,2.6874192494328497,1.2133516482134197,2.309401076758503,2.8284271247461903,2.0548046676563256,41,0,1
20,ZJOPiOhj ,23,5,4,36,2,14,Male,Single,"[0, 1, 2, 12, 4, 8]","[0, 0, 3, 2, 0, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 1]","[array([5, 7, 5, 5, 2, 3]), array([5, 6, 4, 5, 3, 5]), array([5, 6, 5, 6, 2, 4]), array([5, 5, 4, 4, 1, 4]), array([5, 5, 4, 2, 4, 5]), array([4, 5, 3, 2, 1, 5]), array([4, 4, 2, 6, 2, 6]), array([6, 5, 3, 7, 2, 6]), array([6, 6, 6, 7, 4, 4]), array([4, 6, 5, 3, 1, 2])]",Agree,Agree,Agree,Agree,Yes,Disagree,Disagree,Yes,Agree,Disagree,Yes,Same,That was interesting,"['organised', 'fast-paced', 'hardworking']","['liberal', 'slowpaced', 'lazy', 'cluttered', 'unhelpful']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Strongly Disagree,Disagree,Same,Perhaps not as useful or interesting as the previous exercise},2.1790123456790127,"[0.0, 0.38333333333333336, 0.6166666666666667, 0.9333333333333333, 2.5, 2.65, 6.266666666666667, 6.35, 6.966666666666667, 8.266666666666667, 8.983333333333333, 10.216666666666667, 10.733333333333333, 11.333333333333334, 12.216666666666667, 12.8, 13.316666666666666, 13.65, 14.8, 15.283333333333333, 16.133333333333333, 16.2, 16.75, 17.066666666666666, 17.633333333333333, 17.9, 18.65, 18.683333333333334, 19.0, 19.533333333333335, 19.9, 21.25, 21.3]","['selfish / generous', 'boring / fun']","[0, 8]",0.26578871697687523,0.11606179812640045,['unsuccessful / successful'],"['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[2, 4, 8, 12]",2,1,5.0,5.5,7,6,6,5,5,5,6,7,7,6,2,3,2,1,2,1,2,2,4,1,5.0,5.0,5.0,4.0,4.5,3.5,4.0,5.5,6.0,3.5,21,27,28,28,23,25,20,24,29,33,1.6072751268321592,0.9428090415820634,1.3743685418725535,1.3437096247164249,1.0671873729054748,1.4907119849998598,1.632993161855452,1.7716909687891083,1.118033988749895,1.707825127659933,16,0,1
21,Q4hcOVN3 ,12,7,6,39,0,18,Female,Single,"[0, 1, 12, 4, 13, 2]","[1, 0, 3, 2, 2, 1, 2, 0, 1, 2, 1, 1, 0, 2, 1, 1]","[array([5, 7, 4, 6, 7, 7]), array([5, 7, 4, 6, 7, 7]), array([6, 6, 5, 7, 7, 7]), array([6, 6, 5, 6, 7, 7]), array([6, 5, 6, 6, 6, 6]), array([4, 6, 4, 5, 6, 6]), array([5, 5, 4, 3, 3, 3]), array([5, 6, 5, 6, 6, 6]), array([6, 7, 6, 6, 6, 6]), array([6, 6, 5, 6, 7, 6])]",Agree,Agree,Agree,Agree,Yes,Agree,Disagree,No,Agree,Agree,Yes,Same,N9,"['helpful', 'thoughtful', 'organised']","['delayed', 'spontaneous', 'cluttered', 'unhelpful', 'slowpaced']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,N9},0.5339506172839505,"[0.0, 0.05, 0.3333333333333333, 0.4666666666666667, 1.4833333333333334, 1.5166666666666666, 3.433333333333333, 3.4833333333333334, 3.6333333333333333, 4.683333333333334, 4.916666666666667, 5.55, 6.016666666666667, 6.4, 6.766666666666667, 7.216666666666667, 7.55, 7.983333333333333, 8.383333333333333, 8.766666666666667, 9.216666666666667, 9.25, 9.9, 10.25, 11.116666666666667, 11.25, 11.616666666666667, 11.633333333333333, 11.85, 12.433333333333334, 13.4, 13.533333333333333, 13.566666666666666]","['uncaring / caring', 'selfish / generous']","[0, 2]",-0.0861460984507896,0.28690658729438595,"['unsuccessful / successful', 'uncaring / caring', 'boring / fun']",['stubborn / docile'],"[4, 13, 2]",1,1,5.5,6.0,7,7,7,7,6,6,5,6,7,7,4,4,5,5,5,4,3,5,6,5,6.5,6.5,6.5,6.0,6.0,5.5,3.5,6.0,6.0,6.0,36,36,36,38,37,35,31,23,34,37,1.1547005383792515,1.1547005383792515,0.7453559924999298,0.6871842709362768,0.372677996249965,0.8975274678557507,0.8975274678557507,0.4714045207910317,0.372677996249965,0.5773502691896257,20,0,1
